"","genes","logFC","logCPM","LR","PValue","FDR"
"192","ENSGMOG00000000197",5.32157949355759,1.49271961521074,11.4511154375411,0.000714510969330683,0.00864969442810509
"15307","ENSGMOG00000015727",-0.53346925609369,6.00374616471765,11.4494673593441,0.000715144956457623,0.00864969442810509
"5687","ENSGMOG00000005868",-0.634284912814767,7.20073988430852,11.4426232117099,0.000717783867833018,0.00867156368475088
"12919","ENSGMOG00000013284",2.23048444231601,-0.207884993684877,11.4414150298572,0.000718250729444013,0.00867156368475088
"8256","ENSGMOG00000008503",0.583042435121546,6.34828571752413,11.4270859841526,0.000723811162866026,0.00873080883727837
"12752","ENSGMOG00000013115",1.97475281948499,2.19985685159445,11.4200130340639,0.000726571856021347,0.00875620636224103
"3887","ENSGMOG00000004018",-0.585668575052558,5.77546476712727,11.4169793303536,0.00072775922003182,0.00876261439254529
"3084","ENSGMOG00000003186",-0.460979935499929,7.19650437592819,11.4144736847135,0.000728741385042738,0.00876654240422699
"8189","ENSGMOG00000008436",0.994824740068729,2.86757896450173,11.4112214952258,0.000730018178329241,0.00877400445446969
"14154","ENSGMOG00000014550",0.396205154745477,10.496840850223,11.4078073298787,0.000731360994378091,0.00878217372590703
"1951","ENSGMOG00000002020",-0.70987247282562,4.41435155724467,11.406154181472,0.000732012086095057,0.00878217372590703
"7241","ENSGMOG00000007471",0.349771318570907,7.7036784591714,11.4009296994931,0.000734073598240245,0.00879598510517854
"4384","ENSGMOG00000004525",-0.615573089498734,5.5900068463196,11.3999026084032,0.000734479564338141,0.00879598510517854
