ID	sample_1	sample_6	sample_12	sample_18	sample_25	sample_31	sample_38	sample_44
ENSGMOG00000006481	249	221	837	41	159	367	80	210
ENSGMOG00000006525	137	33	420	14	47	160	25	117
ENSGMOG00000006562	166	172	59	30	59	84	169	80
ENSGMOG00000006574	15707	9078	8047	5944	6260	7404	9462	13829
ENSGMOG00000006620	584	561	535	217	628	414	647	444
ENSGMOG00000020453	7	26	17	0	5	14	17	15
ENSGMOG00000006644	127	121	235	101	146	192	423	448
ENSGMOG00000006653	1	0	4	2	0	0	1	6
ENSGMOG00000006662	383	261	852	426	578	427	792	914
ENSGMOG00000006678	250	484	447	274	652	551	393	313
ENSGMOG00000006694	5	0	0	1	1	6	6	7
ENSGMOG00000006718	0	0	0	0	0	0	0	3
ENSGMOG00000006726	0	0	0	0	1	0	0	0
ENSGMOG00000006756	2	0	4	0	0	0	0	0
ENSGMOG00000006784	0	0	7	0	0	0	1	1
ENSGMOG00000006794	175	186	96	61	136	69	94	266
ENSGMOG00000006828	1599	673	739	651	999	822	154	175
ENSGMOG00000006874	1210	418	1237	800	1205	1082	3090	3031
ENSGMOG00000006952	1820	332	2250	1405	2529	2159	3343	3098
ENSGMOG00000007009	98	172	92	75	177	128	340	401
ENSGMOG00000001240	2	7	0	0	7	0	4	1
ENSGMOG00000001312	0	0	0	0	0	0	0	0
ENSGMOG00000019951	5	4	8	4	6	9	20	14
ENSGMOG00000001318	1	1	0	1	1	0	6	2
ENSGMOG00000001463	6	7	6	1	7	5	7	22
ENSGMOG00000001489	5296	2731	2509	1396	1531	2730	4498	4145
ENSGMOG00000001525	5	4	1	1	0	0	2	1
ENSGMOG00000001551	0	0	1	0	0	0	0	0
ENSGMOG00000001576	1	5	2	2	3	1	1	0
ENSGMOG00000001631	833	242	831	490	1259	921	1446	1179
ENSGMOG00000001656	46	47	21	10	75	25	50	45
ENSGMOG00000001768	33	43	166	23	43	47	129	145
ENSGMOG00000001785	64	79	110	40	50	84	32	89
ENSGMOG00000001838	664	753	885	387	921	855	2658	2449
ENSGMOG00000001945	697	334	912	772	961	1346	654	483
ENSGMOG00000001963	18	6	11	3	10	8	43	51
ENSGMOG00000022086	0	0	0	0	0	0	0	0
ENSGMOG00000019954	0	0	0	0	0	0	0	0
ENSGMOG00000001991	0	1	0	0	1	0	1	2
ENSGMOG00000019955	0	1	3	3	1	1	1	5
ENSGMOG00000002003	301	358	297	508	268	413	278	216
ENSGMOG00000002007	28	39	74	102	113	87	94	58
ENSGMOG00000002029	4	11	0	2	2	7	15	5
ENSGMOG00000002062	1235	822	1149	607	580	614	1953	2304
ENSGMOG00000002080	833	856	1073	485	692	969	1536	1386
ENSGMOG00000002131	91	174	198	107	66	138	197	151
ENSGMOG00000002155	816	2030	13	686	893	331	1590	2694
ENSGMOG00000002187	2620	571	2221	1387	1633	2082	773	934
ENSGMOG00000002225	103712	101493	70579	59114	65578	53682	86322	73516
ENSGMOG00000002244	633	239	736	4823	701	1253	540	591
ENSGMOG00000002269	0	3	7	3	5	3	0	2
ENSGMOG00000002293	2	0	0	0	3	4	4	2
ENSGMOG00000002305	771	205	946	749	1078	951	1014	1134
ENSGMOG00000002345	405	388	851	310	539	506	858	787
ENSGMOG00000002390	198	226	212	62	230	308	147	243
ENSGMOG00000002400	240	164	358	224	245	435	452	284
ENSGMOG00000002409	722	501	750	542	1020	1074	1619	1282
ENSGMOG00000002435	2888	655	2962	2583	4055	5300	3015	3113
ENSGMOG00000002510	345	1278	204	468	382	348	471	422
ENSGMOG00000002524	565	672	579	802	986	723	537	660
ENSGMOG00000002535	194	159	199	148	3	39	47	15
ENSGMOG00000002545	26432	94921	25985	11243	1537	1848	20947	51939
ENSGMOG00000002552	215	190	201	753	219	292	250	320
ENSGMOG00000002562	566	536	2750	402	777	643	1960	1880
ENSGMOG00000002587	5	6	23	25	18	20	24	24
ENSGMOG00000002593	6	0	16	3	25	8	6	17
ENSGMOG00000002677	145	165	311	108	152	150	541	500
ENSGMOG00000002709	415	135	385	887	837	824	908	738
ENSGMOG00000002739	1	0	0	0	0	0	0	0
ENSGMOG00000002743	125	112	306	108	343	225	229	272
ENSGMOG00000002826	931	281	1475	952	2087	1237	1409	1655
ENSGMOG00000002854	4	0	0	0	0	1	0	0
ENSGMOG00000002863	1	1	0	0	0	1	0	0
ENSGMOG00000002886	13	10	59	4	26	37	67	97
ENSGMOG00000002950	640	525	1203	531	1120	811	843	845
ENSGMOG00000004976	471	398	458	849	456	323	1170	2359
ENSGMOG00000004983	0	0	4	0	0	0	0	0
ENSGMOG00000004992	209	41	231	251	222	190	179	114
ENSGMOG00000005009	509	137	537	589	625	595	636	477
ENSGMOG00000005048	0	0	13	0	1	24	0	0
ENSGMOG00000005068	0	0	2	0	0	0	0	0
ENSGMOG00000005073	0	0	1	1	8	1	0	0
ENSGMOG00000005099	94	80	205	126	184	146	349	253
ENSGMOG00000005129	717	1343	1050	631	954	936	2357	1928
ENSGMOG00000005155	0	0	10	1	1	5	3	9
ENSGMOG00000005168	2264	2037	1616	1031	1593	1520	2286	2320
ENSGMOG00000005218	5	10	8	5	11	0	2	2
ENSGMOG00000005230	232	209	656	259	281	362	784	379
ENSGMOG00000005264	33	16	26	17	12	30	92	44
ENSGMOG00000005302	90	28	228	5	5	277	26	30
ENSGMOG00000005361	1	1	7	0	1	9	1	0
ENSGMOG00000005368	125	59	96	114	148	165	203	194
ENSGMOG00000005392	23	53	89	10	22	29	24	78
ENSGMOG00000005420	158	171	239	76	165	140	294	348
ENSGMOG00000005433	332	745	814	557	592	625	471	349
ENSGMOG00000005464	660	69	326	69	121	120	289	248
ENSGMOG00000005491	137	406	227	124	161	81	3325	499
ENSGMOG00000005506	160	238	241	153	370	382	423	469
ENSGMOG00000005520	321	54	236	177	244	224	279	346
ENSGMOG00000005549	1374	1049	1425	756	1369	1404	2013	2160
ENSGMOG00000020848	7	0	3	0	1	6	1	1
ENSGMOG00000005620	221	129	154	140	320	262	337	241
ENSGMOG00000005655	193	226	150	68	120	167	38	18
ENSGMOG00000005713	93	19	74	54	127	89	196	76
ENSGMOG00000005791	30784	55939	25711	26545	32950	32824	53833	32107
ENSGMOG00000005801	134	261	430	128	260	347	437	506
ENSGMOG00000005820	1742	2685	2340	2052	2058	1846	2587	2551
ENSGMOG00000005841	1	1	1	1	5	3	7	10
ENSGMOG00000005853	318	248	436	565	454	391	527	543
ENSGMOG00000005882	682	996	863	484	636	890	1267	1281
ENSGMOG00000005898	0	0	0	0	0	0	0	0
ENSGMOG00000005913	102	118	193	150	350	264	302	212
ENSGMOG00000005935	29	52	57	13	37	71	4	12
ENSGMOG00000005948	459	273	332	303	390	443	417	385
ENSGMOG00000005959	393	85	308	265	290	249	329	278
ENSGMOG00000005965	270	54	197	184	190	174	182	163
ENSGMOG00000005969	687	768	1183	803	1114	1123	1296	1159
ENSGMOG00000006013	13	1	3	3	0	3	0	1
ENSGMOG00000006048	257	364	479	159	316	237	460	489
ENSGMOG00000006060	3659	2866	4775	2030	3103	2435	5682	3999
ENSGMOG00000006081	434	816	608	649	710	870	1269	1311
ENSGMOG00000006104	698	1287	2066	850	1249	1254	1859	1562
ENSGMOG00000006122	6	19	39	20	46	29	5	4
ENSGMOG00000006138	906	575	914	507	828	801	961	754
ENSGMOG00000006188	646	314	626	255	442	500	716	791
ENSGMOG00000006198	1619	2324	1756	831	1577	1687	2323	2363
ENSGMOG00000006227	88	63	146	207	132	139	549	566
ENSGMOG00000006248	957	2168	1027	1177	1025	1445	1341	1191
ENSGMOG00000006259	16322	21607	17157	12957	18829	19230	27248	19880
ENSGMOG00000006287	35	38	116	82	64	58	88	121
ENSGMOG00000006300	2142	547	2947	1572	3752	4323	2553	2769
ENSGMOG00000006345	3358	6975	2127	3878	1613	2144	3862	4221
ENSGMOG00000006362	2251	506	845	924	534	761	844	924
ENSGMOG00000006392	2132	2873	3593	2348	2988	3929	5896	5632
ENSGMOG00000006415	67	11	54	18	29	13	60	15
ENSGMOG00000006420	4	17	100	9	36	15	13	55
ENSGMOG00000006430	23	31	3	16	3	3	1	0
ENSGMOG00000006464	1969	1587	2152	993	2070	1614	6085	6993
ENSGMOG00000006532	15	308	479	32	342	52	85	774
ENSGMOG00000006565	1815	2269	2405	1573	1719	1973	6208	4937
ENSGMOG00000006581	145	179	223	185	330	240	258	350
ENSGMOG00000006598	0	0	0	1	0	0	1	0
ENSGMOG00000006604	288	354	421	231	409	393	847	736
ENSGMOG00000006633	1582	757	2535	877	1873	1671	4309	4988
ENSGMOG00000006691	16	17	24	12	8	12	75	43
ENSGMOG00000006700	8	8	3	5	9	14	9	7
ENSGMOG00000006713	8	2	16	1	6	8	10	9
ENSGMOG00000006746	1330	797	1276	744	1170	1221	2355	2288
ENSGMOG00000006767	510	647	449	941	641	501	718	749
ENSGMOG00000006776	547	395	640	212	312	325	673	940
ENSGMOG00000018328	2791	1650	2706	2186	2556	2745	3445	4202
ENSGMOG00000018345	495	1028	758	534	473	664	996	926
ENSGMOG00000018354	62	10	81	66	134	134	101	89
ENSGMOG00000020275	0	0	0	0	0	0	0	0
ENSGMOG00000018393	5	0	2	4	8	10	0	0
ENSGMOG00000018406	0	0	1	0	9	5	0	1
ENSGMOG00000018420	234	60	302	168	252	213	504	500
ENSGMOG00000018439	0	0	4	0	0	1	0	0
ENSGMOG00000018446	136	267	252	197	135	202	303	259
ENSGMOG00000018453	17	2	24	1	13	2	37	18
ENSGMOG00000018457	159	138	421	107	298	283	326	328
ENSGMOG00000018503	562	543	1303	709	575	635	946	1157
ENSGMOG00000018552	325	611	462	456	369	385	626	700
ENSGMOG00000018560	498	848	1216	2348	978	1066	1060	950
ENSGMOG00000018578	303	413	466	267	440	398	402	411
ENSGMOG00000018597	6965	4687	7692	4126	3512	2910	2966	4718
ENSGMOG00000018634	322	114	398	125	556	255	588	736
ENSGMOG00000018714	0	0	0	0	0	0	0	0
ENSGMOG00000018722	20	55	108	41	65	31	194	162
ENSGMOG00000018742	261	325	391	226	356	222	787	827
ENSGMOG00000018747	920	346	1098	648	1214	1287	1390	1445
ENSGMOG00000021744	38	52	18	37	30	29	28	17
ENSGMOG00000018781	3553	7404	4344	4994	4754	4242	4694	4901
ENSGMOG00000018784	305	305	438	298	344	376	361	392
ENSGMOG00000018813	4968	4065	3810	1432	4251	5192	2258	1888
ENSGMOG00000018831	452	553	443	253	362	372	798	526
ENSGMOG00000018844	1573	1154	1702	864	1834	2140	3746	3557
ENSGMOG00000018872	1905	876	2409	962	1830	1960	2794	2638
ENSGMOG00000018884	18	95	116	98	39	13	73	156
ENSGMOG00000018898	0	0	6	7	0	0	0	0
ENSGMOG00000018909	530	596	589	457	466	439	1140	1059
ENSGMOG00000018929	151	81	320	177	214	146	434	496
ENSGMOG00000018936	23	16	46	6	19	30	151	117
ENSGMOG00000018944	190	118	646	166	288	192	584	756
ENSGMOG00000018967	0	1	4	1	10	6	5	3
ENSGMOG00000018973	37	21	45	4	61	106	18	21
ENSGMOG00000018986	37	164	190	60	83	156	243	318
ENSGMOG00000019000	44	17	74	21	35	68	108	117
ENSGMOG00000019016	525	261	606	458	320	334	403	427
ENSGMOG00000019026	332	288	359	229	288	262	660	429
ENSGMOG00000010191	538	333	891	405	804	707	1707	1383
ENSGMOG00000010222	446	103	201	232	249	448	225	327
ENSGMOG00000010271	214	512	475	521	427	472	300	270
ENSGMOG00000010275	63	47	144	55	101	132	216	209
ENSGMOG00000010291	585	235	705	1001	206	429	255	334
ENSGMOG00000010299	445	252	324	372	162	180	368	428
ENSGMOG00000020538	3	11	63	7	13	13	29	42
ENSGMOG00000010314	333	156	248	273	544	300	283	192
ENSGMOG00000010359	3	6	8	3	0	1	0	7
ENSGMOG00000010380	3	4	7	4	5	1	6	3
ENSGMOG00000010401	13	33	19	12	12	18	96	13
ENSGMOG00000010432	2795	1506	3517	1772	2726	2422	6918	5533
ENSGMOG00000010447	0	0	2	0	1	0	0	2
ENSGMOG00000010457	233	138	377	208	264	232	692	569
ENSGMOG00000010505	289	678	561	195	393	499	682	630
ENSGMOG00000010589	1101	2208	1485	1405	1217	1201	2284	1999
ENSGMOG00000010595	3	16	14	5	28	33	16	10
ENSGMOG00000010603	4	6	4	0	34	7	25	0
ENSGMOG00000010613	106	84	155	30	419	432	278	149
ENSGMOG00000010653	259	199	284	65	324	146	357	275
ENSGMOG00000010661	186	180	319	176	291	234	767	635
ENSGMOG00000010666	340	335	538	189	926	677	881	862
ENSGMOG00000010703	1043	1489	777	434	2186	2139	936	562
ENSGMOG00000010720	1137	2175	1652	1374	1419	1514	2988	3049
ENSGMOG00000010724	574	568	758	851	631	623	1209	1270
ENSGMOG00000010767	1925	1977	1719	920	2377	1629	2669	2515
ENSGMOG00000010784	230	1054	364	290	313	337	299	145
ENSGMOG00000010791	61838	137986	92380	61207	69641	97809	71899	82638
ENSGMOG00000021445	9	26	24	8	6	4	13	7
ENSGMOG00000010805	2	6	24	8	5	6	3	4
ENSGMOG00000021600	0	1	1	0	0	0	1	0
ENSGMOG00000010811	789	74	523	564	105	247	232	553
ENSGMOG00000010820	508	156	1467	539	920	948	771	839
ENSGMOG00000010836	1456	2045	951	995	1651	2449	874	1102
ENSGMOG00000010847	105	20	249	109	201	149	393	431
ENSGMOG00000010871	1104	482	895	771	887	964	1899	2145
ENSGMOG00000010893	0	0	0	0	7	0	0	1
ENSGMOG00000011026	5	38	5	3	75	0	688	63
ENSGMOG00000011034	312	309	521	200	350	330	735	734
ENSGMOG00000011040	14	39	98	14	80	81	5	5
ENSGMOG00000011053	676	231	901	398	720	686	1343	1387
ENSGMOG00000011090	1043	2629	413	259	390	144	3868	21632
ENSGMOG00000011097	0	0	0	0	0	0	0	0
ENSGMOG00000011098	0	0	0	0	0	0	0	0
ENSGMOG00000011103	790	730	647	575	286	236	985	1283
ENSGMOG00000011110	25	37	72	19	25	22	83	92
ENSGMOG00000011116	0	0	0	2	1	1	0	0
ENSGMOG00000020539	0	0	0	0	0	0	0	0
ENSGMOG00000011122	11	14	34	4	23	3	7	20
ENSGMOG00000011143	0	0	0	0	0	0	1	0
ENSGMOG00000020540	0	0	0	0	1	0	0	0
ENSGMOG00000011151	76	267	214	54	93	123	610	739
ENSGMOG00000011160	672	626	1211	544	837	829	1258	1238
ENSGMOG00000011170	50	31	39	19	12	14	17	17
ENSGMOG00000011190	1601	1248	607	1738	787	1023	650	468
ENSGMOG00000011193	94	37	173	64	109	97	374	353
ENSGMOG00000011200	235	148	309	235	413	207	394	304
ENSGMOG00000011206	112	221	267	110	269	264	147	222
ENSGMOG00000011216	1311	469	5969	2648	2439	4060	1050	1072
ENSGMOG00000011237	2037	520	1897	922	2022	1918	1882	1875
ENSGMOG00000011254	604	269	488	259	348	440	1448	1311
ENSGMOG00000007514	14	42	62	24	97	12	55	121
ENSGMOG00000007515	834	1251	991	604	1120	934	2620	2721
ENSGMOG00000007522	924	700	1599	958	1337	1542	2242	3266
ENSGMOG00000007524	853	551	922	690	678	1120	1477	1504
ENSGMOG00000007526	1903	1812	2109	1275	1730	2796	3434	3860
ENSGMOG00000007533	38	28	105	25	24	52	84	67
ENSGMOG00000007540	100	119	115	41	118	285	87	53
ENSGMOG00000007546	0	0	3	0	0	4	0	1
ENSGMOG00000007549	123	38	214	136	179	172	141	157
ENSGMOG00000007558	981	838	1079	1239	828	1030	1534	1473
ENSGMOG00000007564	878	643	1164	850	758	737	1537	1539
ENSGMOG00000007568	42	15	75	30	48	50	128	128
ENSGMOG00000007573	0	0	0	0	0	0	10	10
ENSGMOG00000007595	506	923	1285	328	458	766	470	743
ENSGMOG00000007607	1085	1064	671	503	1344	1173	2549	1335
ENSGMOG00000007635	319	220	235	177	188	207	444	442
ENSGMOG00000007647	332	529	392	299	367	457	759	844
ENSGMOG00000007654	0	8	5	3	0	2	22	23
ENSGMOG00000007658	0	0	1	1	0	0	1	3
ENSGMOG00000007664	209	177	280	181	215	183	685	605
ENSGMOG00000007673	94	86	389	115	441	166	247	213
ENSGMOG00000007681	536	399	1213	480	824	613	1748	1638
ENSGMOG00000007691	282	383	598	147	386	366	1092	1081
ENSGMOG00000007699	1247	2324	1879	1025	1656	1522	4061	3259
ENSGMOG00000007705	403	581	770	308	505	605	1476	1415
ENSGMOG00000007710	4	7	7	2	0	3	7	4
ENSGMOG00000007712	899	773	1590	925	1183	977	2187	2369
ENSGMOG00000007717	1565	3159	1976	1501	1611	1725	3714	3883
ENSGMOG00000007724	883	924	780	786	614	749	719	755
ENSGMOG00000007733	136	197	711	176	262	195	228	235
ENSGMOG00000007740	1805	5461	4279	4299	4781	5661	2134	3378
ENSGMOG00000007753	5505	4544	10236	5180	5000	5600	10085	6873
ENSGMOG00000007756	386	525	790	739	973	973	664	752
ENSGMOG00000007761	1	11	23	0	3	11	1	6
ENSGMOG00000007762	2	8	6	1	21	4	7	2
ENSGMOG00000007799	0	0	0	0	0	0	0	0
ENSGMOG00000007800	7404	6287	5454	3677	4547	5088	7056	6786
ENSGMOG00000007805	222	30	251	34	76	39	320	783
ENSGMOG00000007810	556	888	1379	871	1389	1400	1755	1558
ENSGMOG00000007821	474	689	600	437	560	443	1108	912
ENSGMOG00000007825	2439	980	2319	1863	2285	2020	3445	3193
ENSGMOG00000007835	3870	7730	3442	2780	4497	5593	4434	3650
ENSGMOG00000007838	86	44	131	16	43	38	97	48
ENSGMOG00000007856	247	413	509	297	484	628	709	729
ENSGMOG00000007863	1	0	0	0	2	1	0	1
ENSGMOG00000007866	651	441	732	744	629	1131	1148	1458
ENSGMOG00000007876	0	0	1	1	0	0	0	0
ENSGMOG00000007891	1	2	4	0	0	3	2	2
ENSGMOG00000007898	2	0	3	0	1	0	0	2
ENSGMOG00000007901	376	447	311	173	186	316	856	734
ENSGMOG00000007911	11	6	19	5	33	1	27	4
ENSGMOG00000007923	462	1148	758	469	600	714	1625	1437
ENSGMOG00000007930	21	24	21	15	24	26	24	8
ENSGMOG00000007937	0	1	1	0	1	2	0	2
ENSGMOG00000007944	1271	1306	1687	968	1296	1080	2586	2289
ENSGMOG00000007952	90	72	137	66	122	93	375	362
ENSGMOG00000007966	563	1172	907	517	561	561	1888	1618
ENSGMOG00000007971	700	993	363	513	438	719	900	687
ENSGMOG00000007981	9	0	19	3	11	2	1	3
ENSGMOG00000007988	1390	1069	784	1424	1588	1597	1008	1051
ENSGMOG00000007993	49	64	113	30	116	27	123	126
ENSGMOG00000008001	334	49	874	226	1060	557	640	787
ENSGMOG00000008011	0	0	0	0	0	0	0	0
ENSGMOG00000008015	0	0	0	0	0	0	0	0
ENSGMOG00000008016	40	52	29	5	3	15	51	57
ENSGMOG00000008028	5	0	3	1	2	6	0	5
ENSGMOG00000008033	424	164	676	392	478	415	1271	1497
ENSGMOG00000008038	964	270	802	315	989	1190	577	592
ENSGMOG00000008043	2818	3690	2296	985	1898	2643	4518	4709
ENSGMOG00000008045	1417	2057	1400	2119	2676	2302	2123	2968
ENSGMOG00000008047	7	9	3	2	6	1	8	1
ENSGMOG00000008053	25	3	40	24	35	29	93	116
ENSGMOG00000008058	66	96	87	62	63	55	377	311
ENSGMOG00000008061	1653	2462	1499	1066	1416	1367	3590	2561
ENSGMOG00000008066	13	0	18	3	11	8	13	4
ENSGMOG00000008068	86	78	289	138	180	141	1026	1026
ENSGMOG00000008071	563	577	528	365	919	629	1264	1127
ENSGMOG00000008077	59	4	17	28	33	72	92	103
ENSGMOG00000008088	2048	1587	2537	1930	2093	1947	4877	4130
ENSGMOG00000008091	181	342	186	128	175	193	183	337
ENSGMOG00000008093	2	0	1	0	0	2	6	14
ENSGMOG00000008095	0	0	0	0	0	0	0	0
ENSGMOG00000008097	442	762	520	382	431	517	929	1005
ENSGMOG00000008110	3	17	4	1	15	4	10	4
ENSGMOG00000008113	5	0	0	0	4	1	2	2
ENSGMOG00000008116	0	0	6	1	1	5	2	0
ENSGMOG00000008120	748	854	961	590	706	615	1780	1545
ENSGMOG00000008122	590	383	873	260	580	616	1524	1832
ENSGMOG00000008125	768	1205	1002	521	718	574	1649	2513
ENSGMOG00000008127	3876	5700	3072	2253	2797	2675	5855	8855
ENSGMOG00000008129	16	12	34	3	5	18	21	22
ENSGMOG00000008132	95	91	94	23	123	188	132	153
ENSGMOG00000008140	466	440	778	484	563	501	1409	1391
ENSGMOG00000008142	180	112	242	182	321	223	337	303
ENSGMOG00000008145	113	75	233	147	173	137	469	492
ENSGMOG00000008148	49	79	154	52	65	74	85	80
ENSGMOG00000008150	17	3	20	10	46	26	57	83
ENSGMOG00000008155	426	787	381	460	914	685	2463	577
ENSGMOG00000008156	1866	796	2009	1491	1895	1732	3055	2857
ENSGMOG00000008164	12	21	8	7	5	14	14	3
ENSGMOG00000008168	1668	1648	2022	1623	1152	1637	2411	2606
ENSGMOG00000008172	214	148	201	181	250	265	440	477
ENSGMOG00000008177	295	482	406	221	396	352	717	723
ENSGMOG00000008178	1	1	1	0	2	1	0	1
ENSGMOG00000008185	1175	1550	2033	854	1191	1107	2600	3027
ENSGMOG00000008188	3118	4952	4399	2564	3021	2804	5198	4862
ENSGMOG00000008192	79	105	129	112	108	146	200	194
ENSGMOG00000008232	0	0	1	0	0	2	0	0
ENSGMOG00000000474	77	135	70	35	60	78	142	131
ENSGMOG00000000482	1105	212	724	336	925	413	634	1012
ENSGMOG00000000505	0	0	0	0	1	5	3	6
ENSGMOG00000000539	334	211	575	295	409	355	704	730
ENSGMOG00000000552	431	315	534	366	609	595	1101	1097
ENSGMOG00000000593	1090	1089	1080	791	908	540	1098	1525
ENSGMOG00000000614	6	4	63	2	40	66	1	3
ENSGMOG00000000621	5	5	13	4	3	5	5	1
ENSGMOG00000000664	703	895	1077	697	853	764	2254	2584
ENSGMOG00000000687	925277	1079430	865201	652183	558011	785346	819380	1142297
ENSGMOG00000000697	10	20	156	117	79	157	32	44
ENSGMOG00000000704	3	5	8	55	3	13	6	19
ENSGMOG00000000729	49	32	34	11	52	34	36	12
ENSGMOG00000000744	30	79	82	12	81	63	159	127
ENSGMOG00000000786	338	386	1282	457	486	431	1391	1926
ENSGMOG00000019779	0	0	0	0	0	0	0	1
ENSGMOG00000000811	1478	527	1983	1626	2081	1996	4693	4538
ENSGMOG00000000867	537	1669	898	796	800	774	1342	1188
ENSGMOG00000000876	2559	4082	5301	2253	2982	1863	4566	4278
ENSGMOG00000000896	1671	861	1670	1120	1880	1951	2423	2442
ENSGMOG00000000986	2352	3607	3064	2066	2449	2237	4667	4607
ENSGMOG00000000990	746	469	790	471	635	845	1282	1333
ENSGMOG00000001008	507	370	862	345	619	440	764	637
ENSGMOG00000001022	83	85	109	107	217	152	119	117
ENSGMOG00000001034	72	40	70	33	58	59	96	104
ENSGMOG00000001055	7	38	23	4	24	38	21	15
ENSGMOG00000001072	547	2408	953	2095	2706	2018	9346	46724
ENSGMOG00000001085	213	194	314	206	271	305	548	460
ENSGMOG00000001110	582	1221	532	480	676	566	1013	932
ENSGMOG00000001127	1043	1015	1174	356	577	522	1800	2555
ENSGMOG00000001162	0	0	0	1	0	0	0	0
ENSGMOG00000001178	133	95	318	135	264	221	379	349
ENSGMOG00000001209	3	7	10	6	18	17	15	9
ENSGMOG00000001254	0	0	0	2	0	1	0	3
ENSGMOG00000001266	15	28	8	11	19	39	32	46
ENSGMOG00000001284	19753	24023	17576	12478	26964	17276	31324	25739
ENSGMOG00000001303	853	1087	362	516	1848	1095	1391	938
ENSGMOG00000001316	94	52	202	91	178	84	186	146
ENSGMOG00000001378	152	185	213	94	186	118	223	183
ENSGMOG00000001393	4	32	24	10	31	14	26	24
ENSGMOG00000001409	547	1077	825	507	589	506	1383	1139
ENSGMOG00000001425	357	537	826	593	711	569	738	676
ENSGMOG00000001442	176	117	223	116	212	180	389	305
ENSGMOG00000019780	78	79	97	59	103	74	101	63
ENSGMOG00000001575	162	269	375	101	216	258	523	552
ENSGMOG00000001609	97	42	93	67	138	148	141	156
ENSGMOG00000001638	283	218	183	370	356	267	607	583
ENSGMOG00000001707	67750	163422	103357	68262	78053	111175	82853	87155
ENSGMOG00000001715	1649	386	2012	1068	2151	1564	2705	2196
ENSGMOG00000019781	0	13	12	0	0	1	8	9
ENSGMOG00000001860	439	140	622	418	410	369	496	625
ENSGMOG00000001897	206	102	456	253	322	256	328	335
ENSGMOG00000001911	726	296	909	357	649	563	946	731
ENSGMOG00000001957	203	251	319	130	298	289	1156	1175
ENSGMOG00000001989	379	189	404	192	250	231	787	1062
ENSGMOG00000002010	263	261	627	143	244	254	340	398
ENSGMOG00000012113	0	0	0	1	14	1	1	0
ENSGMOG00000012116	3	0	4	0	2	9	45	13
ENSGMOG00000012119	100	109	211	90	158	87	140	310
ENSGMOG00000012122	0	0	2	0	3	0	0	0
ENSGMOG00000012125	6	11	3	1	12	1	6	14
ENSGMOG00000012129	576	531	892	569	521	570	2001	2561
ENSGMOG00000012143	6800	5340	9811	3853	4295	4167	7231	11364
ENSGMOG00000012149	87	82	105	27	3	13	293	56
ENSGMOG00000012152	160	123	237	77	122	135	553	511
ENSGMOG00000012154	192	36	332	96	211	222	524	623
ENSGMOG00000012157	68	91	187	171	230	277	191	170
ENSGMOG00000012161	88	89	199	27	202	121	215	252
ENSGMOG00000012168	6866	8654	4729	5459	2657	2746	5107	4624
ENSGMOG00000012172	8	148	3	108	16	2	16	16
ENSGMOG00000012176	0	0	3	0	1	0	0	0
ENSGMOG00000012183	12	7	18	8	2	2	2	17
ENSGMOG00000012189	2956	1073	3647	3537	2828	3114	1621	1918
ENSGMOG00000012194	505	1228	681	568	1019	916	762	715
ENSGMOG00000012196	447	410	655	281	1063	1099	570	595
ENSGMOG00000012203	117	130	174	46	96	101	153	113
ENSGMOG00000012215	398	273	341	421	591	543	1848	1826
ENSGMOG00000012221	54	24	51	42	51	52	73	71
ENSGMOG00000012227	1181	1771	1150	1603	1686	1556	1628	1289
ENSGMOG00000012230	729	392	693	532	983	743	2388	2289
ENSGMOG00000012234	6	7	30	15	43	24	36	102
ENSGMOG00000012241	226	302	483	175	381	297	1227	1209
ENSGMOG00000012253	244	221	376	125	334	296	572	766
ENSGMOG00000012265	173	112	313	251	236	208	905	912
ENSGMOG00000012269	169	66	189	88	230	103	209	248
ENSGMOG00000012274	67	35	215	102	164	353	66	84
ENSGMOG00000020589	458	1588	906	496	517	979	1222	1400
ENSGMOG00000012290	5740	2931	5964	3641	6149	6867	6725	6872
ENSGMOG00000012303	4	2	1	2	2	7	11	13
ENSGMOG00000012306	287	224	436	168	272	193	681	638
ENSGMOG00000012308	488	444	1323	562	772	760	1334	1426
ENSGMOG00000012320	41	110	50	69	85	87	130	157
ENSGMOG00000012326	1284	519	1531	743	1596	1639	1715	1781
ENSGMOG00000012338	406	65	236	171	639	336	620	359
ENSGMOG00000012343	3	3	15	7	24	7	22	23
ENSGMOG00000012347	44	15	67	10	23	64	38	10
ENSGMOG00000012350	741	500	490	930	737	740	1142	1119
ENSGMOG00000012353	1758	2860	1930	1366	1347	1183	5033	4556
ENSGMOG00000012357	617	1157	1710	1112	1301	1469	788	1391
ENSGMOG00000012360	0	0	3	2	3	5	1	6
ENSGMOG00000012367	15	26	18	20	20	28	5	14
ENSGMOG00000012369	1888	5628	4572	5456	6435	3200	2882	4364
ENSGMOG00000002320	66	122	104	60	52	120	264	284
ENSGMOG00000002339	1	1	0	0	3	8	0	1
ENSGMOG00000002373	1	0	0	0	0	0	0	0
ENSGMOG00000002471	1	0	5	0	0	1	0	0
ENSGMOG00000002517	1365	896	355	1078	609	765	368	411
ENSGMOG00000002660	23	13	70	15	48	56	27	29
ENSGMOG00000002787	948	1701	407	1162	1609	1877	323	277
ENSGMOG00000002804	496	595	848	530	575	597	1535	1483
ENSGMOG00000003137	427	94	173	77	194	139	446	506
